PC1,PC2,is_anomaly,anomaly_score,type
0.5096268002562911,-0.4563206231518097,1,0.29348606870687566,anomalie
0.7395423424922677,1.325317687611251,1,0.325457300044155,anomalie
-1.746139816820452,0.39135829682557816,1,1.0,anomalie
-0.7044541224639955,0.6571826069185084,1,0.2981424569251698,anomalie
1.6087913801717415,0.2549132646318857,1,0.46104168395130385,anomalie
-0.10098796656428528,1.260648762818227,0,0.0,normal
-1.013377239647869,-0.039671202397139546,0,0.19666301076521572,normal
0.2510339577105457,1.612670687093063,0,0.19851695993081117,normal
1.2567694558969105,-0.09710865964295017,1,0.4024787773981555,anomalie
0.48809811086738836,1.0738734559863683,0,0.16398909454134294,normal
-1.0205672788818874,-0.4347919337629282,0,0.09913284409546125,normal
2.1978774576034157,0.06813795780002711,1,0.655923077833979,anomalie
-1.1714338178568149,-0.5856584727378578,0,0.10783700082411031,normal
-1.4228780494816942,-0.8371027043627405,1,0.4162820445257275,anomalie
1.536932416144711,-0.9807377757904567,1,0.5598531331871847,anomalie
1.2926782237538499,-0.8370612760495507,1,0.40439086923092604,anomalie
0.9622264171810738,-0.003721006227020836,1,0.408325435412318,anomalie
0.6820220286201216,-1.835648163315058,1,0.4350427393566266,anomalie
-0.2949533126301703,1.4546141088841094,1,0.572886035611836,anomalie
-0.06507919870734595,0.5206961464116263,0,0.2014330500986269,normal
-0.6685453546070561,-0.0827700094880923,0,0.04296902756543102,normal
-1.4084979710136576,-0.04686124163116332,0,0.21306903015630246,normal
-0.259044544773231,0.7146614924775088,0,0.21841852509249632,normal
2.090109725719446,-0.4275604662157147,1,0.6991786425153083,anomalie
2.341553957344325,-0.17611623459083198,1,0.8327660327933926,anomalie
0.5096268002562911,-0.4563206231518097,1,0.29348606870687566,anomalie
-0.5176788156321286,0.06809652948683734,0,0.025453687315884262,normal
1.8602356117966208,0.5063574962567684,1,0.8052564878193929,anomalie
-1.0708561252068631,-0.48508078008790473,0,0.15348960654302926,normal
